stime,ltime,dur,mean,sum,min,max,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,srate,drate,stcpb,dtcpb,tcprtt,synack,ackdat,label
1663634759.075614,1663634763.879806,4.804192,4.804192,4.804192,4.804192,4.804192,4,0,168,0,0,0,209.816757,0.624455,0,0,0,0,0,0,normal
1663634759.443140,1663634762.457623,3.014483,3.014483,3.014483,3.014483,3.014483,4,0,844,0,1,0,1679.890015,0.995196,0,0,0,0,0,0,normal
1663634762.877389,1663634762.877389,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634762.877490,1663634762.877490,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634762.877849,1663634762.878035,0.000186,0.000186,0.000186,0.000186,0.000186,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634762.877998,1663634762.878138,0.000140,0.00014,0.00014,0.00014,0.00014,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634762.879396,1663634767.884733,5.005337,5.005337,5.005337,5.005337,5.005337,2,0,162,0,64,0,129.461807,0.199787,0,0,0,0,0,0,normal
1663634762.879430,1663634767.884767,5.005337,5.005337,5.005337,5.005337,5.005337,2,0,162,0,64,0,129.461807,0.199787,0,0,0,0,0,0,normal
1663634764.344151,1663634769.368081,5.023930,5.02393,5.02393,5.02393,5.02393,4,0,240,0,0,0,286.628204,0.597142,0,0,0,0,0,0,attack
1663634764.879647,1663634770.079584,5.199937,5.199937,5.199937,5.199937,5.199937,4,0,168,0,0,0,193.848511,0.57693,0,0,0,0,0,0,normal
1663634772.319743,1663634777.324977,5.005234,5.005234,5.005234,5.005234,5.005234,4,0,240,0,0,0,287.698853,0.599373,0,0,0,0,0,0,attack
1663634772.879668,1663634772.879668,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634772.879720,1663634772.879720,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634772.880251,1663634772.880337,0.000086,0.000086,0.000086,0.000086,0.000086,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634772.880275,1663634772.880405,0.000130,0.00013,0.00013,0.00013,0.00013,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634772.880966,1663634777.886342,5.005376,5.005376,5.005376,5.005376,5.005376,2,0,162,0,64,0,129.4608,0.199785,0,0,0,0,0,0,normal
1663634772.880987,1663634777.886379,5.005392,5.005392,5.005392,5.005392,5.005392,2,0,162,0,64,0,129.460388,0.199785,0,0,0,0,0,0,normal
1663634772.881292,1663634778.081439,5.200147,5.200147,5.200147,5.200147,5.200147,4,0,168,0,0,0,193.840668,0.576907,0,0,0,0,0,0,normal
1663634777.895544,1663634777.895961,0.000417,0.000417,0.000417,0.000417,0.000417,1,1,42,60,0,0,0,0,0,0,0,0,0,0,normal
1663634778.328061,1663634783.352039,5.023978,5.023978,5.023978,5.023978,5.023978,4,0,240,0,0,0,286.625458,0.597136,0,0,0,0,0,0,attack
1663634778.699489,1663634778.699489,0.000000,0,0,0,0,1,0,87,0,255,0,0,0,0,0,0,0,0,0,normal
1663634778.700885,1663634778.700885,0.000000,0,0,0,0,1,0,107,0,255,0,0,0,0,0,0,0,0,0,normal
1663634779.079587,1663634783.879568,4.799981,4.799981,4.799981,4.799981,4.799981,4,0,168,0,0,0,210.000824,0.625002,0,0,0,0,0,0,normal
1663634781.156962,1663634781.156962,0.000000,0,0,0,0,1,0,167,0,255,0,0,0,0,0,0,0,0,0,normal
1663634782.881260,1663634782.881260,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634782.881778,1663634782.881778,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634782.882282,1663634782.882476,0.000194,0.000194,0.000194,0.000194,0.000194,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634782.882306,1663634782.882425,0.000119,0.000119,0.000119,0.000119,0.000119,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634782.883014,1663634787.883950,5.000936,5.000936,5.000936,5.000936,5.000936,2,0,148,0,64,0,118.377838,0.199963,0,0,0,0,0,0,normal
1663634782.883035,1663634787.883985,5.000950,5.00095,5.00095,5.00095,5.00095,2,0,148,0,64,0,118.37751,0.199962,0,0,0,0,0,0,normal
1663634782.973478,1663634782.973492,0.000014,0.000014,0.000014,0.000014,0.000014,1,1,60,42,0,0,0,0,0,0,0,0,0,0,normal
1663634784.375989,1663634789.368000,4.992011,4.992011,4.992011,4.992011,4.992011,4,0,240,0,0,0,288.460907,0.60096,0,0,0,0,0,0,attack
1663634784.879552,1663634790.079565,5.200013,5.200013,5.200013,5.200013,5.200013,4,0,168,0,0,0,193.845657,0.576922,0,0,0,0,0,0,normal
1663634792.341019,1663634797.346090,5.005071,5.005071,5.005071,5.005071,5.005071,6,0,360,0,0,0,479.513672,0.998987,0,0,0,0,0,0,attack
1663634792.883333,1663634792.883333,0.000000,0,0,0,0,0,1,0,74,64,64,0,0,0,0,0,0,0,0,normal
1663634792.883434,1663634792.883434,0.000000,0,0,0,0,0,1,0,74,64,64,0,0,0,0,0,0,0,0,normal
1663634792.883886,1663634792.884002,0.000116,0.000116,0.000116,0.000116,0.000116,1,1,84,132,64,64,0,0,0,0,0,0,0,0,normal
1663634792.883910,1663634792.884068,0.000158,0.000158,0.000158,0.000158,0.000158,1,1,84,132,64,64,0,0,0,0,0,0,0,0,normal
1663634792.884674,1663634797.889416,5.004742,5.004742,5.004742,5.004742,5.004742,2,0,162,0,64,0,129.477203,0.19981,0,0,0,0,0,0,normal
1663634792.884731,1663634797.889452,5.004721,5.004721,5.004721,5.004721,5.004721,2,0,162,0,64,0,129.477737,0.199811,0,0,0,0,0,0,normal
1663634792.885051,1663634798.085230,5.200179,5.200179,5.200179,5.200179,5.200179,4,0,168,0,0,0,193.839478,0.576903,0,0,0,0,0,0,normal
1663634794.924552,1663634795.124850,0.200298,0.200298,0.200298,0.200298,0.200298,2,0,120,0,0,0,2396.429443,4.992561,0,0,0,0,0,0,attack
1663634794.924638,1663634795.124863,0.200225,0.200225,0.200225,0.200225,0.200225,2,0,120,0,0,0,2397.302979,4.994381,0,0,0,0,0,0,attack
1663634794.924638,1663634795.124863,0.200225,0.200225,0.200225,0.200225,0.200225,2,0,120,0,0,0,2397.302979,4.994381,0,0,0,0,0,0,attack
1663634794.924639,1663634795.124864,0.200225,0.200225,0.200225,0.200225,0.200225,2,0,120,0,0,0,2397.302979,4.994381,0,0,0,0,0,0,attack
1663634794.924711,1663634795.127393,0.202682,0.202682,0.202682,0.202682,0.202682,2,0,120,0,0,0,2368.241943,4.933837,0,0,0,0,0,0,attack
1663634794.924745,1663634795.127421,0.202676,0.202676,0.202676,0.202676,0.202676,2,0,120,0,0,0,2368.312012,4.933983,0,0,0,0,0,0,attack
1663634794.924746,1663634795.127422,0.202676,0.202676,0.202676,0.202676,0.202676,2,0,120,0,0,0,2368.312012,4.933983,0,0,0,0,0,0,attack
1663634794.924836,1663634795.127423,0.202587,0.202587,0.202587,0.202587,0.202587,2,0,120,0,0,0,2369.352539,4.936151,0,0,0,0,0,0,attack
1663634794.924875,1663634795.127423,0.202548,0.202548,0.202548,0.202548,0.202548,2,0,120,0,0,0,2369.808594,4.937101,0,0,0,0,0,0,attack
1663634795.325337,1663634795.525610,0.200273,0.200273,0.200273,0.200273,0.200273,2,0,120,0,0,0,2396.728271,4.993184,0,0,0,0,0,0,attack
1663634795.325352,1663634795.525621,0.200269,0.200269,0.200269,0.200269,0.200269,2,0,120,0,0,0,2396.776367,4.993284,0,0,0,0,0,0,attack
1663634795.325353,1663634795.525622,0.200269,0.200269,0.200269,0.200269,0.200269,2,0,120,0,0,0,2396.776367,4.993284,0,0,0,0,0,0,attack
1663634795.325354,1663634795.525623,0.200269,0.200269,0.200269,0.200269,0.200269,2,0,120,0,0,0,2396.776367,4.993284,0,0,0,0,0,0,attack
1663634795.325355,1663634795.527932,0.202577,0.202577,0.202577,0.202577,0.202577,2,0,120,0,0,0,2369.469482,4.936395,0,0,0,0,0,0,attack
1663634795.327775,1663634795.527940,0.200165,0.200165,0.200165,0.200165,0.200165,2,0,120,0,0,0,2398.021484,4.995878,0,0,0,0,0,0,attack
1663634795.327780,1663634795.527941,0.200161,0.200161,0.200161,0.200161,0.200161,2,0,120,0,0,0,2398.06958,4.995978,0,0,0,0,0,0,attack
1663634795.327781,1663634795.527942,0.200161,0.200161,0.200161,0.200161,0.200161,2,0,120,0,0,0,2398.06958,4.995978,0,0,0,0,0,0,attack
1663634795.327837,1663634795.530201,0.202364,0.202364,0.202364,0.202364,0.202364,2,0,120,0,0,0,2371.963379,4.94159,0,0,0,0,0,0,attack
1663634795.327839,1663634795.530222,0.202383,0.202383,0.202383,0.202383,0.202383,2,0,120,0,0,0,2371.740723,4.941126,0,0,0,0,0,0,attack
1663634795.725829,1663634795.926119,0.200290,0.20029,0.20029,0.20029,0.20029,2,0,120,0,0,0,2396.525146,4.992761,0,0,0,0,0,0,attack
1663634795.725865,1663634795.926146,0.200281,0.200281,0.200281,0.200281,0.200281,2,0,120,0,0,0,2396.632812,4.992985,0,0,0,0,0,0,attack
1663634795.725866,1663634795.926148,0.200282,0.200282,0.200282,0.200282,0.200282,2,0,120,0,0,0,2396.62085,4.99296,0,0,0,0,0,0,attack
1663634795.725866,1663634795.926148,0.200282,0.200282,0.200282,0.200282,0.200282,2,0,120,0,0,0,2396.62085,4.99296,0,0,0,0,0,0,attack
1663634795.728203,1663634795.928453,0.200250,0.20025,0.20025,0.20025,0.20025,2,0,120,0,0,0,2397.003662,4.993758,0,0,0,0,0,0,attack
1663634795.728210,1663634795.928476,0.200266,0.200266,0.200266,0.200266,0.200266,2,0,120,0,0,0,2396.812256,4.993359,0,0,0,0,0,0,attack
1663634795.728211,1663634795.928477,0.200266,0.200266,0.200266,0.200266,0.200266,2,0,120,0,0,0,2396.812256,4.993359,0,0,0,0,0,0,attack
1663634795.728212,1663634795.928478,0.200266,0.200266,0.200266,0.200266,0.200266,2,0,120,0,0,0,2396.812256,4.993359,0,0,0,0,0,0,attack
1663634795.730561,1663634795.930793,0.200232,0.200232,0.200232,0.200232,0.200232,2,0,120,0,0,0,2397.219238,4.994207,0,0,0,0,0,0,attack
1663634795.730568,1663634795.930800,0.200232,0.200232,0.200232,0.200232,0.200232,2,0,120,0,0,0,2397.219238,4.994207,0,0,0,0,0,0,attack
1663634796.126688,1663634796.326929,0.200241,0.200241,0.200241,0.200241,0.200241,2,0,120,0,0,0,2397.111572,4.993982,0,0,0,0,0,0,attack
1663634796.126758,1663634796.326945,0.200187,0.200187,0.200187,0.200187,0.200187,2,0,120,0,0,0,2397.758057,4.995329,0,0,0,0,0,0,attack
1663634796.126761,1663634796.326946,0.200185,0.200185,0.200185,0.200185,0.200185,2,0,120,0,0,0,2397.781982,4.995379,0,0,0,0,0,0,attack
1663634796.126762,1663634796.326946,0.200184,0.200184,0.200184,0.200184,0.200184,2,0,120,0,0,0,2397.793945,4.995404,0,0,0,0,0,0,attack
1663634796.129015,1663634796.329245,0.200230,0.20023,0.20023,0.20023,0.20023,2,0,120,0,0,0,2397.243164,4.994256,0,0,0,0,0,0,attack
1663634796.129059,1663634796.329268,0.200209,0.200209,0.200209,0.200209,0.200209,2,0,120,0,0,0,2397.494629,4.99478,0,0,0,0,0,0,attack
1663634796.129062,1663634796.329269,0.200207,0.200207,0.200207,0.200207,0.200207,2,0,120,0,0,0,2397.518555,4.994831,0,0,0,0,0,0,attack
1663634796.129169,1663634796.331489,0.202320,0.20232,0.20232,0.20232,0.20232,2,0,120,0,0,0,2372.479248,4.942665,0,0,0,0,0,0,attack
1663634796.131653,1663634796.333789,0.202136,0.202136,0.202136,0.202136,0.202136,2,0,120,0,0,0,2374.638916,4.947165,0,0,0,0,0,0,attack
1663634796.131669,1663634796.333795,0.202126,0.202126,0.202126,0.202126,0.202126,2,0,120,0,0,0,2374.756348,4.947409,0,0,0,0,0,0,attack
1663634796.517601,1663634799.514187,2.996586,2.996586,2.996586,2.996586,2.996586,4,0,240,0,0,0,480.546844,1.001139,0,0,0,0,0,0,normal
1663634796.527180,1663634796.727500,0.200320,0.20032,0.20032,0.20032,0.20032,2,0,120,0,0,0,2396.166016,4.992013,0,0,0,0,0,0,attack
1663634796.527191,1663634796.727512,0.200321,0.200321,0.200321,0.200321,0.200321,2,0,120,0,0,0,2396.154053,4.991988,0,0,0,0,0,0,attack
1663634796.527192,1663634796.727513,0.200321,0.200321,0.200321,0.200321,0.200321,2,0,120,0,0,0,2396.154053,4.991988,0,0,0,0,0,0,attack
1663634796.527193,1663634796.727514,0.200321,0.200321,0.200321,0.200321,0.200321,2,0,120,0,0,0,2396.154053,4.991988,0,0,0,0,0,0,attack
1663634796.529562,1663634796.729732,0.200170,0.20017,0.20017,0.20017,0.20017,2,0,120,0,0,0,2397.96167,4.995754,0,0,0,0,0,0,attack
1663634796.529566,1663634796.729739,0.200173,0.200173,0.200173,0.200173,0.200173,2,0,120,0,0,0,2397.925781,4.995678,0,0,0,0,0,0,attack
1663634796.529567,1663634796.729739,0.200172,0.200172,0.200172,0.200172,0.200172,2,0,120,0,0,0,2397.937744,4.995704,0,0,0,0,0,0,attack
1663634796.531853,1663634796.731929,0.200076,0.200076,0.200076,0.200076,0.200076,2,0,120,0,0,0,2399.088379,4.998101,0,0,0,0,0,0,attack
1663634796.533937,1663634796.734153,0.200216,0.200216,0.200216,0.200216,0.200216,2,0,120,0,0,0,2397.410889,4.994606,0,0,0,0,0,0,attack
1663634796.533963,1663634796.734159,0.200196,0.200196,0.200196,0.200196,0.200196,2,0,120,0,0,0,2397.650391,4.995105,0,0,0,0,0,0,attack
1663634796.927847,1663634797.128341,0.200494,0.200494,0.200494,0.200494,0.200494,2,0,120,0,0,0,2394.086426,4.98768,0,0,0,0,0,0,attack
1663634796.927860,1663634797.128386,0.200526,0.200526,0.200526,0.200526,0.200526,2,0,120,0,0,0,2393.70459,4.986885,0,0,0,0,0,0,attack
1663634796.927860,1663634797.128387,0.200527,0.200527,0.200527,0.200527,0.200527,2,0,120,0,0,0,2393.692627,4.98686,0,0,0,0,0,0,attack
1663634796.927861,1663634797.128388,0.200527,0.200527,0.200527,0.200527,0.200527,2,0,120,0,0,0,2393.692627,4.98686,0,0,0,0,0,0,attack
1663634796.930088,1663634797.130591,0.200503,0.200503,0.200503,0.200503,0.200503,2,0,120,0,0,0,2393.979004,4.987456,0,0,0,0,0,0,attack
1663634796.930093,1663634797.130599,0.200506,0.200506,0.200506,0.200506,0.200506,2,0,120,0,0,0,2393.943359,4.987382,0,0,0,0,0,0,attack
1663634796.930094,1663634797.130600,0.200506,0.200506,0.200506,0.200506,0.200506,2,0,120,0,0,0,2393.943359,4.987382,0,0,0,0,0,0,attack
1663634796.932323,1663634797.132959,0.200636,0.200636,0.200636,0.200636,0.200636,2,0,120,0,0,0,2392.39209,4.98415,0,0,0,0,0,0,attack
1663634796.934492,1663634797.135197,0.200705,0.200705,0.200705,0.200705,0.200705,2,0,120,0,0,0,2391.56958,4.982437,0,0,0,0,0,0,attack
1663634796.934496,1663634797.135203,0.200707,0.200707,0.200707,0.200707,0.200707,2,0,120,0,0,0,2391.545898,4.982387,0,0,0,0,0,0,attack
1663634797.328580,1663634797.428776,0.100196,0.100196,0.100196,0.100196,0.100196,2,0,120,0,0,0,4790.610352,9.980438,0,0,0,0,0,0,attack
1663634797.328610,1663634797.428802,0.100192,0.100192,0.100192,0.100192,0.100192,2,0,120,0,0,0,4790.801758,9.980837,0,0,0,0,0,0,attack
1663634797.328612,1663634797.430957,0.102345,0.102345,0.102345,0.102345,0.102345,2,0,120,0,0,0,4690.019043,9.770873,0,0,0,0,0,0,attack
1663634797.328698,1663634797.430963,0.102265,0.102265,0.102265,0.102265,0.102265,2,0,120,0,0,0,4693.687988,9.778517,0,0,0,0,0,0,attack
1663634797.331063,1663634797.433202,0.102139,0.102139,0.102139,0.102139,0.102139,2,0,120,0,0,0,4699.478027,9.790579,0,0,0,0,0,0,attack
1663634797.331069,1663634797.433207,0.102138,0.102138,0.102138,0.102138,0.102138,2,0,120,0,0,0,4699.524414,9.790675,0,0,0,0,0,0,attack
1663634797.331069,1663634797.433208,0.102139,0.102139,0.102139,0.102139,0.102139,2,0,120,0,0,0,4699.478027,9.790579,0,0,0,0,0,0,attack
1663634797.333323,1663634797.435435,0.102112,0.102112,0.102112,0.102112,0.102112,2,0,120,0,0,0,4700.720703,9.793168,0,0,0,0,0,0,attack
1663634797.335515,1663634797.437587,0.102072,0.102072,0.102072,0.102072,0.102072,2,0,120,0,0,0,4702.562988,9.797006,0,0,0,0,0,0,attack
1663634797.335520,1663634797.335722,0.000202,0.000202,0.000202,0.000202,0.000202,1,1,60,60,0,0,0,0,0,0,0,0,0,0,attack
1663634797.338159,1663634797.338651,0.000492,0.000492,0.000492,0.000492,0.000492,1,1,60,60,0,0,0,0,0,0,0,0,0,0,attack
1663634797.338164,1663634797.439798,0.101634,0.101634,0.101634,0.101634,0.101634,2,0,120,0,0,0,4722.828613,9.839227,0,0,0,0,0,0,attack
1663634797.338165,1663634797.439805,0.101640,0.10164,0.10164,0.10164,0.10164,2,0,120,0,0,0,4722.550293,9.838646,0,0,0,0,0,0,attack
1663634797.338166,1663634797.439806,0.101640,0.10164,0.10164,0.10164,0.10164,2,0,120,0,0,0,4722.550293,9.838646,0,0,0,0,0,0,attack
1663634797.338424,1663634797.439807,0.101383,0.101383,0.101383,0.101383,0.101383,2,0,120,0,0,0,4734.521484,9.863586,0,0,0,0,0,0,attack
1663634797.338430,1663634797.439911,0.101481,0.101481,0.101481,0.101481,0.101481,2,0,120,0,0,0,4729.949707,9.854061,0,0,0,0,0,0,attack
1663634797.338431,1663634797.439914,0.101483,0.101483,0.101483,0.101483,0.101483,2,0,120,0,0,0,4729.855957,9.853867,0,0,0,0,0,0,attack
1663634797.338545,1663634797.439914,0.101369,0.101369,0.101369,0.101369,0.101369,2,0,120,0,0,0,4735.175293,9.864949,0,0,0,0,0,0,attack
1663634797.338579,1663634797.440071,0.101492,0.101492,0.101492,0.101492,0.101492,2,0,120,0,0,0,4729.436523,9.852993,0,0,0,0,0,0,attack
1663634797.338648,1663634797.440077,0.101429,0.101429,0.101429,0.101429,0.101429,2,0,120,0,0,0,4732.374512,9.859114,0,0,0,0,0,0,attack
1663634797.338650,1663634797.440078,0.101428,0.101428,0.101428,0.101428,0.101428,2,0,120,0,0,0,4732.420898,9.85921,0,0,0,0,0,0,attack
1663634797.338651,1663634797.440079,0.101428,0.101428,0.101428,0.101428,0.101428,2,0,120,0,0,0,4732.420898,9.85921,0,0,0,0,0,0,attack
1663634797.338926,1663634797.440080,0.101154,0.101154,0.101154,0.101154,0.101154,2,0,120,0,0,0,4745.239746,9.885917,0,0,0,0,0,0,attack
1663634797.338931,1663634797.440081,0.101150,0.10115,0.10115,0.10115,0.10115,2,0,120,0,0,0,4745.427734,9.886308,0,0,0,0,0,0,attack
1663634797.338932,1663634797.440141,0.101209,0.101209,0.101209,0.101209,0.101209,2,0,120,0,0,0,4742.661133,9.880545,0,0,0,0,0,0,attack
1663634797.338932,1663634797.440267,0.101335,0.101335,0.101335,0.101335,0.101335,2,0,120,0,0,0,4736.76416,9.868259,0,0,0,0,0,0,attack
1663634797.339067,1663634797.440272,0.101205,0.101205,0.101205,0.101205,0.101205,2,0,120,0,0,0,4742.848633,9.880935,0,0,0,0,0,0,attack
1663634797.339069,1663634797.440273,0.101204,0.101204,0.101204,0.101204,0.101204,2,0,120,0,0,0,4742.895508,9.881032,0,0,0,0,0,0,attack
1663634797.339070,1663634797.440274,0.101204,0.101204,0.101204,0.101204,0.101204,2,0,120,0,0,0,4742.895508,9.881032,0,0,0,0,0,0,attack
1663634797.339071,1663634797.440444,0.101373,0.101373,0.101373,0.101373,0.101373,2,0,120,0,0,0,4734.988281,9.864559,0,0,0,0,0,0,attack
1663634797.339072,1663634797.440450,0.101378,0.101378,0.101378,0.101378,0.101378,2,0,120,0,0,0,4734.754883,9.864073,0,0,0,0,0,0,attack
1663634797.339167,1663634797.440451,0.101284,0.101284,0.101284,0.101284,0.101284,2,0,120,0,0,0,4739.149414,9.873228,0,0,0,0,0,0,attack
1663634797.339289,1663634797.440452,0.101163,0.101163,0.101163,0.101163,0.101163,2,0,120,0,0,0,4744.817871,9.885037,0,0,0,0,0,0,attack
1663634797.339310,1663634797.440452,0.101142,0.101142,0.101142,0.101142,0.101142,2,0,120,0,0,0,4745.803223,9.88709,0,0,0,0,0,0,attack
1663634797.339311,1663634797.440453,0.101142,0.101142,0.101142,0.101142,0.101142,2,0,120,0,0,0,4745.803223,9.88709,0,0,0,0,0,0,attack
1663634797.339540,1663634797.440630,0.101090,0.10109,0.10109,0.10109,0.10109,2,0,120,0,0,0,4748.244141,9.892176,0,0,0,0,0,0,attack
1663634797.339545,1663634797.440635,0.101090,0.10109,0.10109,0.10109,0.10109,2,0,120,0,0,0,4748.244141,9.892176,0,0,0,0,0,0,attack
1663634797.339561,1663634797.440636,0.101075,0.101075,0.101075,0.101075,0.101075,2,0,120,0,0,0,4748.94873,9.893643,0,0,0,0,0,0,attack
1663634797.339680,1663634797.440636,0.100956,0.100956,0.100956,0.100956,0.100956,2,0,120,0,0,0,4754.546387,9.905305,0,0,0,0,0,0,attack
1663634797.339683,1663634797.440637,0.100954,0.100954,0.100954,0.100954,0.100954,2,0,120,0,0,0,4754.640625,9.905501,0,0,0,0,0,0,attack
1663634797.339922,1663634797.442873,0.102951,0.102951,0.102951,0.102951,0.102951,2,0,120,0,0,0,4662.412109,9.713359,0,0,0,0,0,0,attack
1663634797.339927,1663634797.442880,0.102953,0.102953,0.102953,0.102953,0.102953,2,0,120,0,0,0,4662.321777,9.71317,0,0,0,0,0,0,attack
1663634797.339928,1663634797.442881,0.102953,0.102953,0.102953,0.102953,0.102953,2,0,120,0,0,0,4662.321777,9.71317,0,0,0,0,0,0,attack
1663634797.339928,1663634797.442882,0.102954,0.102954,0.102954,0.102954,0.102954,2,0,120,0,0,0,4662.276367,9.713076,0,0,0,0,0,0,attack
1663634797.340077,1663634797.442940,0.102863,0.102863,0.102863,0.102863,0.102863,2,0,120,0,0,0,4666.400879,9.721669,0,0,0,0,0,0,attack
1663634797.340081,1663634797.442944,0.102863,0.102863,0.102863,0.102863,0.102863,2,0,120,0,0,0,4666.400879,9.721669,0,0,0,0,0,0,attack
1663634797.340082,1663634797.443000,0.102918,0.102918,0.102918,0.102918,0.102918,2,0,120,0,0,0,4663.907227,9.716474,0,0,0,0,0,0,attack
1663634797.340187,1663634797.443003,0.102816,0.102816,0.102816,0.102816,0.102816,2,0,120,0,0,0,4668.53418,9.726112,0,0,0,0,0,0,attack
1663634797.340189,1663634797.443060,0.102871,0.102871,0.102871,0.102871,0.102871,2,0,120,0,0,0,4666.038086,9.720913,0,0,0,0,0,0,attack
1663634797.340284,1663634797.443063,0.102779,0.102779,0.102779,0.102779,0.102779,2,0,120,0,0,0,4670.214844,9.729614,0,0,0,0,0,0,attack
1663634797.340286,1663634797.443121,0.102835,0.102835,0.102835,0.102835,0.102835,2,0,120,0,0,0,4667.671387,9.724316,0,0,0,0,0,0,attack
1663634797.340355,1663634797.443124,0.102769,0.102769,0.102769,0.102769,0.102769,2,0,120,0,0,0,4670.668945,9.73056,0,0,0,0,0,0,attack
1663634797.340380,1663634797.443178,0.102798,0.102798,0.102798,0.102798,0.102798,2,0,120,0,0,0,4669.351562,9.727816,0,0,0,0,0,0,attack
1663634797.340495,1663634797.443181,0.102686,0.102686,0.102686,0.102686,0.102686,2,0,120,0,0,0,4674.444336,9.738425,0,0,0,0,0,0,attack
1663634797.340568,1663634797.443273,0.102705,0.102705,0.102705,0.102705,0.102705,2,0,120,0,0,0,4673.57959,9.736624,0,0,0,0,0,0,attack
1663634797.340570,1663634797.443276,0.102706,0.102706,0.102706,0.102706,0.102706,2,0,120,0,0,0,4673.53418,9.736529,0,0,0,0,0,0,attack
1663634797.340709,1663634797.443379,0.102670,0.10267,0.10267,0.10267,0.10267,2,0,120,0,0,0,4675.172852,9.739944,0,0,0,0,0,0,attack
1663634797.340729,1663634797.443384,0.102655,0.102655,0.102655,0.102655,0.102655,2,0,120,0,0,0,4675.855957,9.741366,0,0,0,0,0,0,attack
1663634797.340730,1663634797.443385,0.102655,0.102655,0.102655,0.102655,0.102655,2,0,120,0,0,0,4675.855957,9.741366,0,0,0,0,0,0,attack
1663634797.340800,1663634797.443441,0.102641,0.102641,0.102641,0.102641,0.102641,2,0,120,0,0,0,4676.493652,9.742695,0,0,0,0,0,0,attack
1663634797.343168,1663634797.445604,0.102436,0.102436,0.102436,0.102436,0.102436,2,0,120,0,0,0,4685.852539,9.762193,0,0,0,0,0,0,attack
1663634797.343192,1663634797.445610,0.102418,0.102418,0.102418,0.102418,0.102418,2,0,120,0,0,0,4686.67627,9.763909,0,0,0,0,0,0,attack
1663634797.343192,1663634797.445611,0.102419,0.102419,0.102419,0.102419,0.102419,2,0,120,0,0,0,4686.630371,9.763814,0,0,0,0,0,0,attack
1663634797.343193,1663634797.445816,0.102623,0.102623,0.102623,0.102623,0.102623,2,0,120,0,0,0,4677.313965,9.744404,0,0,0,0,0,0,attack
1663634797.343289,1663634797.445821,0.102532,0.102532,0.102532,0.102532,0.102532,2,0,120,0,0,0,4681.465332,9.753053,0,0,0,0,0,0,attack
1663634797.343291,1663634797.445822,0.102531,0.102531,0.102531,0.102531,0.102531,2,0,120,0,0,0,4681.510742,9.753148,0,0,0,0,0,0,attack
1663634797.343396,1663634797.445823,0.102427,0.102427,0.102427,0.102427,0.102427,2,0,120,0,0,0,4686.264648,9.763051,0,0,0,0,0,0,attack
1663634797.343398,1663634797.445824,0.102426,0.102426,0.102426,0.102426,0.102426,2,0,120,0,0,0,4686.310059,9.763146,0,0,0,0,0,0,attack
1663634797.343653,1663634797.445824,0.102171,0.102171,0.102171,0.102171,0.102171,2,0,120,0,0,0,4698.006348,9.787514,0,0,0,0,0,0,attack
1663634797.343658,1663634797.445825,0.102167,0.102167,0.102167,0.102167,0.102167,2,0,120,0,0,0,4698.189941,9.787896,0,0,0,0,0,0,attack
1663634797.343658,1663634797.445919,0.102261,0.102261,0.102261,0.102261,0.102261,2,0,120,0,0,0,4693.871582,9.778899,0,0,0,0,0,0,attack
1663634797.343677,1663634797.445922,0.102245,0.102245,0.102245,0.102245,0.102245,2,0,120,0,0,0,4694.605957,9.780429,0,0,0,0,0,0,attack
1663634797.343758,1663634797.446026,0.102268,0.102268,0.102268,0.102268,0.102268,2,0,120,0,0,0,4693.550293,9.77823,0,0,0,0,0,0,attack
1663634797.343761,1663634797.446031,0.102270,0.10227,0.10227,0.10227,0.10227,2,0,120,0,0,0,4693.458496,9.778039,0,0,0,0,0,0,attack
1663634797.343881,1663634797.446032,0.102151,0.102151,0.102151,0.102151,0.102151,2,0,120,0,0,0,4698.92627,9.78943,0,0,0,0,0,0,attack
1663634797.343976,1663634797.446032,0.102056,0.102056,0.102056,0.102056,0.102056,2,0,120,0,0,0,4703.300293,9.798542,0,0,0,0,0,0,attack
1663634797.343978,1663634797.446079,0.102101,0.102101,0.102101,0.102101,0.102101,2,0,120,0,0,0,4701.227539,9.794224,0,0,0,0,0,0,attack
1663634797.529016,1663634797.629227,0.100211,0.100211,0.100211,0.100211,0.100211,2,0,120,0,0,0,4789.893066,9.978944,0,0,0,0,0,0,attack
1663634797.529026,1663634797.629238,0.100212,0.100212,0.100212,0.100212,0.100212,2,0,120,0,0,0,4789.845703,9.978845,0,0,0,0,0,0,attack
