stime,ltime,dur,mean,sum,min,max,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,srate,drate,stcpb,dtcpb,tcprtt,synack,ackdat,label
1663634797.531268,1663634797.631467,0.100199,0.100199,0.100199,0.100199,0.100199,2,0,120,0,0,0,4790.466797,9.98014,0,0,0,0,0,0,attack
1663634797.531275,1663634797.631475,0.100200,0.1002,0.1002,0.1002,0.1002,2,0,120,0,0,0,4790.419434,9.980041,0,0,0,0,0,0,attack
1663634797.533400,1663634797.633683,0.100283,0.100283,0.100283,0.100283,0.100283,2,0,120,0,0,0,4786.45459,9.97178,0,0,0,0,0,0,attack
1663634797.533421,1663634797.633691,0.100270,0.10027,0.10027,0.10027,0.10027,2,0,120,0,0,0,4787.074707,9.973072,0,0,0,0,0,0,attack
1663634797.533422,1663634797.633692,0.100270,0.10027,0.10027,0.10027,0.10027,2,0,120,0,0,0,4787.074707,9.973072,0,0,0,0,0,0,attack
1663634797.535731,1663634797.635977,0.100246,0.100246,0.100246,0.100246,0.100246,2,0,120,0,0,0,4788.221191,9.975461,0,0,0,0,0,0,attack
1663634797.537924,1663634797.638118,0.100194,0.100194,0.100194,0.100194,0.100194,2,0,120,0,0,0,4790.706055,9.980638,0,0,0,0,0,0,attack
1663634797.540062,1663634797.640329,0.100267,0.100267,0.100267,0.100267,0.100267,2,0,120,0,0,0,4787.218262,9.973372,0,0,0,0,0,0,attack
1663634797.540068,1663634797.640337,0.100269,0.100269,0.100269,0.100269,0.100269,2,0,120,0,0,0,4787.122559,9.973172,0,0,0,0,0,0,attack
1663634797.540070,1663634797.640338,0.100268,0.100268,0.100268,0.100268,0.100268,2,0,120,0,0,0,4787.17041,9.973271,0,0,0,0,0,0,attack
1663634797.540070,1663634797.640469,0.100399,0.100399,0.100399,0.100399,0.100399,2,0,120,0,0,0,4780.923828,9.960258,0,0,0,0,0,0,attack
1663634797.540182,1663634797.640486,0.100304,0.100304,0.100304,0.100304,0.100304,2,0,120,0,0,0,4785.452148,9.969692,0,0,0,0,0,0,attack
1663634797.540187,1663634797.640487,0.100300,0.1003,0.1003,0.1003,0.1003,2,0,120,0,0,0,4785.643066,9.97009,0,0,0,0,0,0,attack
1663634797.540187,1663634797.640533,0.100346,0.100346,0.100346,0.100346,0.100346,2,0,120,0,0,0,4783.449219,9.965519,0,0,0,0,0,0,attack
1663634797.542476,1663634797.642715,0.100239,0.100239,0.100239,0.100239,0.100239,2,0,120,0,0,0,4788.555176,9.976157,0,0,0,0,0,0,attack
1663634797.542482,1663634797.642721,0.100239,0.100239,0.100239,0.100239,0.100239,2,0,120,0,0,0,4788.555176,9.976157,0,0,0,0,0,0,attack
1663634797.542483,1663634797.642722,0.100239,0.100239,0.100239,0.100239,0.100239,2,0,120,0,0,0,4788.555176,9.976157,0,0,0,0,0,0,attack
1663634797.542484,1663634797.642723,0.100239,0.100239,0.100239,0.100239,0.100239,2,0,120,0,0,0,4788.555176,9.976157,0,0,0,0,0,0,attack
1663634797.542484,1663634797.642772,0.100288,0.100288,0.100288,0.100288,0.100288,2,0,120,0,0,0,4786.215332,9.971282,0,0,0,0,0,0,attack
1663634797.542545,1663634797.642774,0.100229,0.100229,0.100229,0.100229,0.100229,2,0,120,0,0,0,4789.033203,9.977152,0,0,0,0,0,0,attack
1663634797.542734,1663634797.642817,0.100083,0.100083,0.100083,0.100083,0.100083,2,0,120,0,0,0,4796.019043,9.991707,0,0,0,0,0,0,attack
1663634797.542740,1663634797.642819,0.100079,0.100079,0.100079,0.100079,0.100079,2,0,120,0,0,0,4796.210938,9.992106,0,0,0,0,0,0,attack
1663634797.542741,1663634797.642863,0.100122,0.100122,0.100122,0.100122,0.100122,2,0,120,0,0,0,4794.151367,9.987815,0,0,0,0,0,0,attack
1663634797.542742,1663634797.645153,0.102411,0.102411,0.102411,0.102411,0.102411,2,0,120,0,0,0,4686.996582,9.764576,0,0,0,0,0,0,attack
1663634797.542742,1663634797.645160,0.102418,0.102418,0.102418,0.102418,0.102418,2,0,120,0,0,0,4686.67627,9.763909,0,0,0,0,0,0,attack
1663634797.542743,1663634797.645161,0.102418,0.102418,0.102418,0.102418,0.102418,2,0,120,0,0,0,4686.67627,9.763909,0,0,0,0,0,0,attack
1663634797.542744,1663634797.645162,0.102418,0.102418,0.102418,0.102418,0.102418,2,0,120,0,0,0,4686.67627,9.763909,0,0,0,0,0,0,attack
1663634797.542745,1663634797.645374,0.102629,0.102629,0.102629,0.102629,0.102629,2,0,120,0,0,0,4677.040527,9.743834,0,0,0,0,0,0,attack
1663634797.542905,1663634797.645379,0.102474,0.102474,0.102474,0.102474,0.102474,2,0,120,0,0,0,4684.115234,9.758574,0,0,0,0,0,0,attack
1663634797.542911,1663634797.645380,0.102469,0.102469,0.102469,0.102469,0.102469,2,0,120,0,0,0,4684.34375,9.759049,0,0,0,0,0,0,attack
1663634797.542912,1663634797.645380,0.102468,0.102468,0.102468,0.102468,0.102468,2,0,120,0,0,0,4684.38916,9.759145,0,0,0,0,0,0,attack
1663634797.542912,1663634797.645381,0.102469,0.102469,0.102469,0.102469,0.102469,2,0,120,0,0,0,4684.34375,9.759049,0,0,0,0,0,0,attack
1663634797.542913,1663634797.645535,0.102622,0.102622,0.102622,0.102622,0.102622,2,0,120,0,0,0,4677.359375,9.744499,0,0,0,0,0,0,attack
1663634797.542914,1663634797.645540,0.102626,0.102626,0.102626,0.102626,0.102626,2,0,120,0,0,0,4677.177246,9.744119,0,0,0,0,0,0,attack
1663634797.542915,1663634797.645541,0.102626,0.102626,0.102626,0.102626,0.102626,2,0,120,0,0,0,4677.177246,9.744119,0,0,0,0,0,0,attack
1663634797.542968,1663634797.645541,0.102573,0.102573,0.102573,0.102573,0.102573,2,0,120,0,0,0,4679.594238,9.749154,0,0,0,0,0,0,attack
1663634797.545258,1663634797.647707,0.102449,0.102449,0.102449,0.102449,0.102449,2,0,120,0,0,0,4685.257812,9.760954,0,0,0,0,0,0,attack
1663634797.545264,1663634797.647713,0.102449,0.102449,0.102449,0.102449,0.102449,2,0,120,0,0,0,4685.257812,9.760954,0,0,0,0,0,0,attack
1663634797.545265,1663634797.647773,0.102508,0.102508,0.102508,0.102508,0.102508,2,0,120,0,0,0,4682.561523,9.755336,0,0,0,0,0,0,attack
1663634797.545265,1663634797.647776,0.102511,0.102511,0.102511,0.102511,0.102511,2,0,120,0,0,0,4682.424316,9.755051,0,0,0,0,0,0,attack
1663634797.545266,1663634797.647835,0.102569,0.102569,0.102569,0.102569,0.102569,2,0,120,0,0,0,4679.776367,9.749535,0,0,0,0,0,0,attack
1663634797.545380,1663634797.647837,0.102457,0.102457,0.102457,0.102457,0.102457,2,0,120,0,0,0,4684.89209,9.760192,0,0,0,0,0,0,attack
1663634797.545385,1663634797.647894,0.102509,0.102509,0.102509,0.102509,0.102509,2,0,120,0,0,0,4682.515625,9.755241,0,0,0,0,0,0,attack
1663634797.545386,1663634797.647897,0.102511,0.102511,0.102511,0.102511,0.102511,2,0,120,0,0,0,4682.424316,9.755051,0,0,0,0,0,0,attack
1663634797.545387,1663634797.647953,0.102566,0.102566,0.102566,0.102566,0.102566,2,0,120,0,0,0,4679.913574,9.74982,0,0,0,0,0,0,attack
1663634797.545575,1663634797.648023,0.102448,0.102448,0.102448,0.102448,0.102448,2,0,120,0,0,0,4685.303711,9.761049,0,0,0,0,0,0,attack
1663634797.545581,1663634797.648026,0.102445,0.102445,0.102445,0.102445,0.102445,2,0,120,0,0,0,4685.440918,9.761335,0,0,0,0,0,0,attack
1663634797.545581,1663634797.648098,0.102517,0.102517,0.102517,0.102517,0.102517,2,0,120,0,0,0,4682.150391,9.754479,0,0,0,0,0,0,attack
1663634797.545582,1663634797.648102,0.102520,0.10252,0.10252,0.10252,0.10252,2,0,120,0,0,0,4682.013184,9.754194,0,0,0,0,0,0,attack
1663634797.545583,1663634797.648175,0.102592,0.102592,0.102592,0.102592,0.102592,2,0,120,0,0,0,4678.727539,9.747349,0,0,0,0,0,0,attack
1663634797.545584,1663634797.648289,0.102705,0.102705,0.102705,0.102705,0.102705,2,0,120,0,0,0,4673.57959,9.736624,0,0,0,0,0,0,attack
1663634797.545642,1663634797.648293,0.102651,0.102651,0.102651,0.102651,0.102651,2,0,120,0,0,0,4676.038086,9.741746,0,0,0,0,0,0,attack
1663634797.545645,1663634797.648447,0.102802,0.102802,0.102802,0.102802,0.102802,2,0,120,0,0,0,4669.169922,9.727437,0,0,0,0,0,0,attack
1663634797.545646,1663634797.648452,0.102806,0.102806,0.102806,0.102806,0.102806,2,0,120,0,0,0,4668.988281,9.727058,0,0,0,0,0,0,attack
1663634797.545835,1663634797.648508,0.102673,0.102673,0.102673,0.102673,0.102673,2,0,120,0,0,0,4675.036133,9.739658,0,0,0,0,0,0,attack
1663634797.545839,1663634797.648510,0.102671,0.102671,0.102671,0.102671,0.102671,2,0,120,0,0,0,4675.127441,9.739849,0,0,0,0,0,0,attack
1663634797.547971,1663634797.650688,0.102717,0.102717,0.102717,0.102717,0.102717,2,0,120,0,0,0,4673.033691,9.735487,0,0,0,0,0,0,attack
1663634797.547975,1663634797.650694,0.102719,0.102719,0.102719,0.102719,0.102719,2,0,120,0,0,0,4672.942383,9.735297,0,0,0,0,0,0,attack
1663634797.547976,1663634797.650695,0.102719,0.102719,0.102719,0.102719,0.102719,2,0,120,0,0,0,4672.942383,9.735297,0,0,0,0,0,0,attack
1663634797.547977,1663634797.650751,0.102774,0.102774,0.102774,0.102774,0.102774,2,0,120,0,0,0,4670.441895,9.730087,0,0,0,0,0,0,attack
1663634797.547977,1663634797.650753,0.102776,0.102776,0.102776,0.102776,0.102776,2,0,120,0,0,0,4670.351074,9.729898,0,0,0,0,0,0,attack
1663634797.548147,1663634797.650754,0.102607,0.102607,0.102607,0.102607,0.102607,2,0,120,0,0,0,4678.043457,9.745924,0,0,0,0,0,0,attack
1663634797.548153,1663634797.650807,0.102654,0.102654,0.102654,0.102654,0.102654,2,0,120,0,0,0,4675.901367,9.741462,0,0,0,0,0,0,attack
1663634797.548154,1663634797.650860,0.102706,0.102706,0.102706,0.102706,0.102706,2,0,120,0,0,0,4673.53418,9.736529,0,0,0,0,0,0,attack
1663634797.548155,1663634797.650862,0.102707,0.102707,0.102707,0.102707,0.102707,2,0,120,0,0,0,4673.48877,9.736435,0,0,0,0,0,0,attack
1663634797.548216,1663634797.650863,0.102647,0.102647,0.102647,0.102647,0.102647,2,0,120,0,0,0,4676.220703,9.742126,0,0,0,0,0,0,attack
1663634797.548218,1663634797.650864,0.102646,0.102646,0.102646,0.102646,0.102646,2,0,120,0,0,0,4676.266113,9.742221,0,0,0,0,0,0,attack
1663634797.548219,1663634797.650935,0.102716,0.102716,0.102716,0.102716,0.102716,2,0,120,0,0,0,4673.079102,9.735581,0,0,0,0,0,0,attack
1663634797.548220,1663634797.650937,0.102717,0.102717,0.102717,0.102717,0.102717,2,0,120,0,0,0,4673.033691,9.735487,0,0,0,0,0,0,attack
1663634797.548417,1663634797.650988,0.102571,0.102571,0.102571,0.102571,0.102571,2,0,120,0,0,0,4679.685059,9.749344,0,0,0,0,0,0,attack
1663634797.548422,1663634797.650991,0.102569,0.102569,0.102569,0.102569,0.102569,2,0,120,0,0,0,4679.776367,9.749535,0,0,0,0,0,0,attack
1663634797.548422,1663634797.651033,0.102611,0.102611,0.102611,0.102611,0.102611,2,0,120,0,0,0,4677.861328,9.745544,0,0,0,0,0,0,attack
1663634797.548423,1663634797.651035,0.102612,0.102612,0.102612,0.102612,0.102612,2,0,120,0,0,0,4677.81543,9.745448,0,0,0,0,0,0,attack
1663634797.729424,1663634797.829673,0.100249,0.100249,0.100249,0.100249,0.100249,2,0,120,0,0,0,4788.077637,9.975162,0,0,0,0,0,0,attack
1663634797.729435,1663634797.829684,0.100249,0.100249,0.100249,0.100249,0.100249,2,0,120,0,0,0,4788.077637,9.975162,0,0,0,0,0,0,attack
1663634797.731634,1663634797.831916,0.100282,0.100282,0.100282,0.100282,0.100282,2,0,120,0,0,0,4786.501953,9.971879,0,0,0,0,0,0,attack
1663634797.731643,1663634797.831921,0.100278,0.100278,0.100278,0.100278,0.100278,2,0,120,0,0,0,4786.692871,9.972278,0,0,0,0,0,0,attack
1663634797.733842,1663634797.834152,0.100310,0.10031,0.10031,0.10031,0.10031,2,0,120,0,0,0,4785.166016,9.969096,0,0,0,0,0,0,attack
1663634797.733848,1663634797.834157,0.100309,0.100309,0.100309,0.100309,0.100309,2,0,120,0,0,0,4785.213867,9.969195,0,0,0,0,0,0,attack
1663634797.733849,1663634797.834173,0.100324,0.100324,0.100324,0.100324,0.100324,2,0,120,0,0,0,4784.498535,9.967705,0,0,0,0,0,0,attack
1663634797.736199,1663634797.836493,0.100294,0.100294,0.100294,0.100294,0.100294,2,0,120,0,0,0,4785.929199,9.970686,0,0,0,0,0,0,attack
1663634797.738381,1663634797.838594,0.100213,0.100213,0.100213,0.100213,0.100213,2,0,120,0,0,0,4789.797852,9.978745,0,0,0,0,0,0,attack
1663634797.740480,1663634797.840789,0.100309,0.100309,0.100309,0.100309,0.100309,2,0,120,0,0,0,4785.213867,9.969195,0,0,0,0,0,0,attack
1663634797.740485,1663634797.840795,0.100310,0.10031,0.10031,0.10031,0.10031,2,0,120,0,0,0,4785.166016,9.969096,0,0,0,0,0,0,attack
1663634797.740485,1663634797.840796,0.100311,0.100311,0.100311,0.100311,0.100311,2,0,120,0,0,0,4785.118164,9.968996,0,0,0,0,0,0,attack
1663634797.742731,1663634797.843056,0.100325,0.100325,0.100325,0.100325,0.100325,2,0,120,0,0,0,4784.450195,9.967605,0,0,0,0,0,0,attack
1663634797.742737,1663634797.843062,0.100325,0.100325,0.100325,0.100325,0.100325,2,0,120,0,0,0,4784.450195,9.967605,0,0,0,0,0,0,attack
1663634797.742738,1663634797.843063,0.100325,0.100325,0.100325,0.100325,0.100325,2,0,120,0,0,0,4784.450195,9.967605,0,0,0,0,0,0,attack
1663634797.742738,1663634797.843064,0.100326,0.100326,0.100326,0.100326,0.100326,2,0,120,0,0,0,4784.402832,9.967505,0,0,0,0,0,0,attack
1663634797.745030,1663634797.845443,0.100413,0.100413,0.100413,0.100413,0.100413,2,0,120,0,0,0,4780.257324,9.95887,0,0,0,0,0,0,attack
1663634797.745036,1663634797.745041,0.000005,0.000005,0.000005,0.000005,0.000005,1,1,60,42,0,0,0,0,0,0,0,0,0,0,attack
1663634797.745068,1663634797.745190,0.000122,0.000122,0.000122,0.000122,0.000122,1,1,60,60,0,0,0,0,0,0,0,0,0,0,attack
1663634797.745071,1663634797.845449,0.100378,0.100378,0.100378,0.100378,0.100378,2,0,120,0,0,0,4781.924316,9.962342,0,0,0,0,0,0,attack
1663634797.745072,1663634797.845450,0.100378,0.100378,0.100378,0.100378,0.100378,2,0,120,0,0,0,4781.924316,9.962342,0,0,0,0,0,0,attack
1663634797.745073,1663634797.845450,0.100377,0.100377,0.100377,0.100377,0.100377,2,0,120,0,0,0,4781.972168,9.962441,0,0,0,0,0,0,attack
1663634797.745132,1663634797.845560,0.100428,0.100428,0.100428,0.100428,0.100428,2,0,120,0,0,0,4779.543457,9.957382,0,0,0,0,0,0,attack
1663634797.745192,1663634797.845578,0.100386,0.100386,0.100386,0.100386,0.100386,2,0,120,0,0,0,4781.542969,9.961548,0,0,0,0,0,0,attack
1663634797.745194,1663634797.845672,0.100478,0.100478,0.100478,0.100478,0.100478,2,0,120,0,0,0,4777.165039,9.952427,0,0,0,0,0,0,attack
1663634797.747398,1663634797.848345,0.100947,0.100947,0.100947,0.100947,0.100947,2,0,120,0,0,0,4754.970215,9.906188,0,0,0,0,0,0,attack
1663634797.747405,1663634797.848352,0.100947,0.100947,0.100947,0.100947,0.100947,2,0,120,0,0,0,4754.970215,9.906188,0,0,0,0,0,0,attack
1663634797.747405,1663634797.848353,0.100948,0.100948,0.100948,0.100948,0.100948,2,0,120,0,0,0,4754.92334,9.906091,0,0,0,0,0,0,attack
1663634797.747406,1663634797.848454,0.101048,0.101048,0.101048,0.101048,0.101048,2,0,120,0,0,0,4750.217773,9.896287,0,0,0,0,0,0,attack
1663634797.747407,1663634797.848458,0.101051,0.101051,0.101051,0.101051,0.101051,2,0,120,0,0,0,4750.07666,9.895993,0,0,0,0,0,0,attack
1663634797.747467,1663634797.848682,0.101215,0.101215,0.101215,0.101215,0.101215,2,0,120,0,0,0,4742.380371,9.879959,0,0,0,0,0,0,attack
1663634797.747469,1663634797.848710,0.101241,0.101241,0.101241,0.101241,0.101241,2,0,120,0,0,0,4741.162109,9.877421,0,0,0,0,0,0,attack
1663634797.747524,1663634797.848712,0.101188,0.101188,0.101188,0.101188,0.101188,2,0,120,0,0,0,4743.645508,9.882595,0,0,0,0,0,0,attack
1663634797.747627,1663634797.848817,0.101190,0.10119,0.10119,0.10119,0.10119,2,0,120,0,0,0,4743.551758,9.8824,0,0,0,0,0,0,attack
1663634797.747632,1663634797.848820,0.101188,0.101188,0.101188,0.101188,0.101188,2,0,120,0,0,0,4743.645508,9.882595,0,0,0,0,0,0,attack
1663634797.747633,1663634797.848821,0.101188,0.101188,0.101188,0.101188,0.101188,2,0,120,0,0,0,4743.645508,9.882595,0,0,0,0,0,0,attack
1663634797.747695,1663634797.848822,0.101127,0.101127,0.101127,0.101127,0.101127,2,0,120,0,0,0,4746.506836,9.888556,0,0,0,0,0,0,attack
1663634797.747697,1663634797.848033,0.100336,0.100336,0.100336,0.100336,0.100336,2,0,120,0,0,0,4783.925781,9.966513,0,0,0,0,0,0,attack
1663634797.747746,1663634797.848041,0.100295,0.100295,0.100295,0.100295,0.100295,2,0,120,0,0,0,4785.881836,9.970587,0,0,0,0,0,0,attack
1663634797.747748,1663634797.848043,0.100295,0.100295,0.100295,0.100295,0.100295,2,0,120,0,0,0,4785.881836,9.970587,0,0,0,0,0,0,attack
1663634797.747749,1663634797.848043,0.100294,0.100294,0.100294,0.100294,0.100294,2,0,120,0,0,0,4785.929199,9.970686,0,0,0,0,0,0,attack
1663634797.750010,1663634797.851160,0.101150,0.10115,0.10115,0.10115,0.10115,2,0,120,0,0,0,4745.427734,9.886308,0,0,0,0,0,0,attack
1663634797.750033,1663634797.851185,0.101152,0.101152,0.101152,0.101152,0.101152,2,0,120,0,0,0,4745.333496,9.886111,0,0,0,0,0,0,attack
1663634798.359983,1663634802.999901,4.639918,4.639918,4.639918,4.639918,4.639918,4,0,240,0,0,0,310.350311,0.646563,0,0,0,0,0,0,attack
1663634799.083573,1663634800.083577,1.000004,1.000004,1.000004,1.000004,1.000004,2,0,84,0,0,0,335.998627,0.999996,0,0,0,0,0,0,normal
1663634802.884989,1663634802.884989,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634802.885038,1663634802.885038,0.000000,0,0,0,0,0,1,0,81,64,64,0,0,0,0,0,0,0,0,normal
1663634802.885544,1663634802.885635,0.000091,0.000091,0.000091,0.000091,0.000091,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634802.885569,1663634802.885708,0.000139,0.000139,0.000139,0.000139,0.000139,1,1,91,139,64,64,0,0,0,0,0,0,0,0,normal
1663634804.023845,1663634808.023809,3.999964,3.999964,3.999964,3.999964,3.999964,4,0,240,0,0,0,360.003235,0.750007,0,0,0,0,0,0,attack
1663634805.397507,1663634810.025069,4.627562,4.627562,4.627562,4.627562,4.627562,6,0,360,0,0,0,518.631592,1.080482,0,0,0,0,0,0,normal
1663634807.895554,1663634807.895907,0.000353,0.000353,0.000353,0.000353,0.000353,1,1,42,60,0,0,0,0,0,0,0,0,0,0,normal
1663634808.061229,1663634808.061245,0.000016,0.000016,0.000016,0.000016,0.000016,1,1,60,42,0,0,0,0,0,0,0,0,0,0,normal
1663634810.987062,1663634815.991870,5.004808,5.004808,5.004808,5.004808,5.004808,5,0,300,0,0,0,383.631104,0.799231,0,0,0,0,0,0,attack
1663634816.876437,1663634821.881699,5.005262,5.005262,5.005262,5.005262,5.005262,2,0,162,0,64,0,129.46376,0.19979,0,0,0,0,0,0,normal
1663634816.876473,1663634821.881729,5.005256,5.005256,5.005256,5.005256,5.005256,2,0,162,0,64,0,129.463898,0.19979,0,0,0,0,0,0,normal
1663634816.876792,1663634818.875540,1.998748,1.998748,1.998748,1.998748,1.998748,3,0,126,0,0,0,336.21048,1.000626,0,0,0,0,0,0,normal
1663634817.015769,1663634822.372016,5.356247,5.356247,5.356247,5.356247,5.356247,5,0,300,0,0,0,358.459961,0.746792,0,0,0,0,0,0,attack
1663634822.077013,1663634826.878378,4.801365,4.801365,4.801365,4.801365,4.801365,4,0,168,0,0,0,209.940308,0.624822,0,0,0,0,0,0,normal
1663634823.383763,1663634828.407613,5.023850,5.02385,5.02385,5.02385,5.02385,4,0,240,0,0,0,286.632751,0.597152,0,0,0,0,0,0,attack
1663634824.028279,1663634824.028576,0.000297,0.000297,0.000297,0.000297,0.000297,2,1,120,58,64,64,1616161.625,3367.003418,0,3945991951,1813004411,0.000107,0.000107,0,attack
1663634824.028467,1663634824.028501,0.000034,0.000034,0.000034,0.000034,0.000034,1,1,60,60,37,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.028469,1663634824.028469,0.000000,0,0,0,0,1,0,60,0,53,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.028469,1663634824.028469,0.000000,0,0,0,0,1,0,60,0,48,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.028469,1663634824.028476,0.000007,0.000007,0.000007,0.000007,0.000007,1,1,60,54,59,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.028499,1663634824.028554,0.000055,0.000055,0.000055,0.000055,0.000055,1,1,60,60,37,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.028500,1663634824.028994,0.000494,0.000494,0.000494,0.000494,0.000494,1,1,60,60,51,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.028500,1663634824.028500,0.000000,0,0,0,0,1,0,60,0,43,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.028501,1663634824.028708,0.000207,0.000207,0.000207,0.000207,0.000207,2,1,120,58,64,64,2318840.5,4830.917969,0,3945991951,3970237474,0.000008,0.000008,0,attack
1663634824.028580,1663634824.028707,0.000127,0.000127,0.000127,0.000127,0.000127,1,1,60,60,38,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.028704,1663634824.028710,0.000006,0.000006,0.000006,0.000006,0.000006,1,1,60,60,0,0,0,0,0,0,0,0,0,0,attack
1663634824.031360,1663634824.031451,0.000091,0.000091,0.000091,0.000091,0.000091,2,1,120,58,64,64,5274725,10989.010742,0,3945991951,3292804747,0.000013,0.000013,0,attack
1663634824.031407,1663634824.031450,0.000043,0.000043,0.000043,0.000043,0.000043,1,1,60,60,56,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.031408,1663634824.031450,0.000042,0.000042,0.000042,0.000042,0.000042,1,1,60,60,51,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.031409,1663634824.031589,0.000180,0.00018,0.00018,0.00018,0.00018,2,1,120,60,64,64,2666666.75,5555.555664,0,3945991951,1187243000,0.00018,0.00018,0,attack
1663634824.031409,1663634824.031416,0.000007,0.000007,0.000007,0.000007,0.000007,1,1,60,54,47,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.031448,1663634824.031550,0.000102,0.000102,0.000102,0.000102,0.000102,1,1,60,60,54,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.031449,1663634824.031590,0.000141,0.000141,0.000141,0.000141,0.000141,1,1,60,60,55,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.031450,1663634824.031450,0.000000,0,0,0,0,1,0,60,0,45,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.031513,1663634824.031655,0.000142,0.000142,0.000142,0.000142,0.000142,2,1,120,58,64,64,3380281.5,7042.253418,0,3945991951,240255708,0.000007,0.000007,0,attack
1663634824.031552,1663634824.031590,0.000038,0.000038,0.000038,0.000038,0.000038,1,1,60,60,47,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.031552,1663634824.031654,0.000102,0.000102,0.000102,0.000102,0.000102,1,1,60,60,50,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.031553,1663634824.031553,0.000000,0,0,0,0,1,0,60,0,57,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.031553,1663634824.031887,0.000334,0.000334,0.000334,0.000334,0.000334,2,1,120,58,64,64,1437125.75,2994.011963,0,3945991951,680346573,0.000008,0.000008,0,attack
1663634824.031587,1663634824.031590,0.000003,0.000003,0.000003,0.000003,0.000003,1,1,60,60,47,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.033995,1663634824.034286,0.000291,0.000291,0.000291,0.000291,0.000291,2,1,120,58,64,64,1649484.5,3436.426025,0,3945991951,149735153,0.00003,0.00003,0,attack
1663634824.034083,1663634824.034085,0.000002,0.000002,0.000002,0.000002,0.000002,1,1,60,60,52,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034084,1663634824.034136,0.000052,0.000052,0.000052,0.000052,0.000052,1,1,60,60,41,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.034085,1663634824.034085,0.000000,0,0,0,0,1,0,60,0,53,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.034086,1663634824.034092,0.000006,0.000006,0.000006,0.000006,0.000006,1,1,60,54,54,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034134,1663634824.034136,0.000002,0.000002,0.000002,0.000002,0.000002,1,1,60,60,45,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034135,1663634824.034784,0.000649,0.000649,0.000649,0.000649,0.000649,1,1,60,60,42,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.034137,1663634824.034137,0.000000,0,0,0,0,1,0,60,0,38,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.034417,1663634824.034446,0.000029,0.000029,0.000029,0.000029,0.000029,1,1,60,54,40,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034519,1663634824.034785,0.000266,0.000266,0.000266,0.000266,0.000266,1,1,60,60,58,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034520,1663634824.034785,0.000265,0.000265,0.000265,0.000265,0.000265,1,1,60,60,42,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.034521,1663634824.034521,0.000000,0,0,0,0,1,0,60,0,39,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.034521,1663634824.034894,0.000373,0.000373,0.000373,0.000373,0.000373,2,1,120,58,64,64,1286863.25,2680.965332,0,3945991951,4180525720,0.00003,0.00003,0,attack
1663634824.034618,1663634824.035177,0.000559,0.000559,0.000559,0.000559,0.000559,2,1,120,60,64,64,858676.1875,1788.908691,0,3945991951,143451447,0.00019,0.00019,0,attack
1663634824.034619,1663634824.034786,0.000167,0.000167,0.000167,0.000167,0.000167,1,1,60,60,50,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.034620,1663634824.034620,0.000000,0,0,0,0,1,0,60,0,48,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.034621,1663634824.034626,0.000005,0.000005,0.000005,0.000005,0.000005,1,1,60,54,54,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034664,1663634824.034809,0.000145,0.000145,0.000145,0.000145,0.000145,1,1,60,60,56,64,0,0,0,3945991951,0,0,0,0,attack
1663634824.034665,1663634824.034809,0.000144,0.000144,0.000144,0.000144,0.000144,1,1,60,60,40,128,0,0,0,3945991951,0,0,0,0,attack
1663634824.034666,1663634824.034666,0.000000,0,0,0,0,1,0,60,0,43,0,0,0,0,3945991951,0,0,0,0,attack
1663634824.034666,1663634824.035180,0.000514,0.000514,0.000514,0.000514,0.000514,2,1,120,58,64,64,933852.125,1945.525269,0,3945991951,3700767532,0.000005,0.000005,0,attack
